formid,CommPartnersGender,CommPartnerMaritalStatus,Stateofresidence,Farming_Seasons_to_Participate_in_2024,LandAvailableIn2024WetSeason,LandAvailableIn2024DrySeason,ReasonForDisplacement,CommPartnerHouseHoldStatus,Cooperative_unique_ID,Implementing_Partner,PovertyClassification,Comm_Partners_Age_group,Sex_and_AgeGroup,IDP_classification,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on
e6dd8e8e-5e11-48fd-b564-c0414123a564,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahEHWRKD50,11/02/2024 15:19,11/02/2024 15:06,jah68,11/02/2024 15:19
da2c9f87-70dc-4957-b34a-f53442ea328c,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauPRGUXL05,11/02/2024 15:20,11/02/2024 15:16,bau13,11/02/2024 15:20
6e4b4f44-02f9-495b-9f99-7023c785ecd7,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahBH5R35,WOFAN,Not Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahA8VRHI19,11/02/2024 15:22,11/02/2024 15:19,jah68,11/02/2024 15:22
c2c50e7a-2097-481a-9682-927af5db07b3,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahIFHC9215,11/02/2024 15:26,11/02/2024 15:23,jah68,11/02/2024 15:26
a2d780d7-8df2-48ea-8659-cb231237dcec,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauEB2WZ349,11/02/2024 15:28,11/02/2024 15:20,bau13,11/02/2024 15:28
a9803c70-bb52-45e3-8c22-e3c3f43b5f3b,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahSCS6OJ30,11/02/2024 15:28,11/02/2024 15:26,jah68,11/02/2024 15:29
be0bc63d-c24b-4316-9b85-bc8864908099,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQG5MF231,11/02/2024 15:31,11/02/2024 15:29,jah68,11/02/2024 15:32
e7794eb6-0cae-4144-879a-09e3ce9632c2,Female,Single,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauKMO2H427,11/02/2024 15:32,11/02/2024 15:28,bau13,11/02/2024 15:32
4f574813-260b-4023-b976-b619647bab43,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah91H04C48,11/02/2024 15:38,11/02/2024 15:32,jah68,11/02/2024 15:38
b7847084-cf95-4314-94f8-f030304c69e7,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1NRSXW32,11/02/2024 15:21,11/02/2024 15:19,jah71,11/02/2024 15:42
f2b455d2-c11f-4c93-97fe-b2f7477838d1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahSAO34Z29,11/02/2024 15:23,11/02/2024 15:21,jah71,11/02/2024 15:42
76a88541-6b85-444a-a9aa-e50ab24c2376,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahX70JIE45,11/02/2024 15:24,11/02/2024 15:23,jah71,11/02/2024 15:42
1a0c92d5-ed1f-4c63-9d7b-d869de94cb43,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahN16FS230,11/02/2024 15:26,11/02/2024 15:24,jah71,11/02/2024 15:42
76c9dc63-804f-4da7-b71e-374ec20e0f73,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahE2XKUL55,11/02/2024 15:27,11/02/2024 15:26,jah71,11/02/2024 15:42
98075f5e-3ce7-44a6-9227-957882ec0842,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDV3JJQ26,11/02/2024 15:29,11/02/2024 15:27,jah71,11/02/2024 15:42
3f15e7c6-f2e6-464f-a8b9-72081699d3b7,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahSKD1XR46,11/02/2024 15:30,11/02/2024 15:29,jah71,11/02/2024 15:42
69b704f9-2211-4055-a0cf-8326aba00873,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah64XNX302,11/02/2024 15:31,11/02/2024 15:30,jah71,11/02/2024 15:42
309827d4-bf9c-4ee4-ba1c-ebbbdbeced5d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah51AWTD14,11/02/2024 15:32,11/02/2024 15:31,jah71,11/02/2024 15:42
ad920a4d-75d5-4fa0-8407-51f6c7bc2fbd,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah8EJ7OY29,11/02/2024 15:42,11/02/2024 15:32,jah71,11/02/2024 15:42
643a3380-14e3-454a-944c-0f77ecccacd3,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahBB6GPK28,11/02/2024 15:44,11/02/2024 15:38,jah68,11/02/2024 15:44
d87281b4-375c-4792-a603-a6ccce543155,Female,Married,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Household_head,JahBUAH42,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahH7A96S30,11/02/2024 15:50,11/02/2024 15:42,jah83,11/02/2024 15:50
458c79b4-5eaf-4213-8d43-5fd44e830ac0,Female,Single,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauVV1WN224,11/02/2024 15:56,11/02/2024 15:32,bau13,11/02/2024 15:56
71ccf4fc-ccdc-43db-bfdf-fc6c0adae627,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauOAS9MI50,11/02/2024 16:01,11/02/2024 15:57,bau13,11/02/2024 16:01
2178fea3-11c7-4ce4-942f-06f5f8382bbe,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauZJ4FXO36,11/02/2024 16:07,11/02/2024 16:01,bau13,11/02/2024 16:08
efcb4069-98eb-4f88-9f82-71860fd6e9fe,Female,Single,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauMIXPRG53,11/02/2024 16:10,11/02/2024 16:07,bau13,11/02/2024 16:10
e2f59405-11bb-4393-8f04-6d76add859ae,Female,Married,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,JahE4GR35,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahATOXD124,11/02/2024 16:10,11/02/2024 16:04,jah41,11/02/2024 16:13
3007f800-e2b0-4933-8e11-e050184b7ebb,Male,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Household_head,BauEPC827,WOFAN,Poor,Youth,Male Youth,Non-IDP,Persons with disability,BauPHH8KJ27,11/02/2024 16:12,11/02/2024 16:06,bau11,11/02/2024 16:14
96e8d3e5-086b-4e6a-a06f-ef853bce8026,Female,Single,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauVHV5K731,11/02/2024 16:14,11/02/2024 16:10,bau13,11/02/2024 16:14
c7517198-431c-45eb-b152-50ae24aba6ff,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9KIKY358,11/02/2024 15:33,11/02/2024 15:14,jah46,11/02/2024 16:16
241e883f-cd1b-4b28-8c6d-fcc5cdd9a8e4,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahO0XSHM54,11/02/2024 15:38,11/02/2024 15:34,jah46,11/02/2024 16:16
70228892-95f4-43ba-839a-44a96acd166f,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDLXHDH15,11/02/2024 15:40,11/02/2024 15:38,jah46,11/02/2024 16:16
9a8fe364-e071-4f7c-81b6-0021e2ab3915,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1108GW45,11/02/2024 16:01,11/02/2024 15:40,jah46,11/02/2024 16:16
c123e710-2b24-44b7-ac88-5ec4e977ee23,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDWBVE055,11/02/2024 16:04,11/02/2024 16:01,jah46,11/02/2024 16:16
9e8e9ef3-6280-4255-a1b0-2066c7cf0858,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahW47EF217,11/02/2024 16:08,11/02/2024 16:04,jah46,11/02/2024 16:16
561277a2-301b-47fa-abf7-eef769ee661b,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,JahYBAZ52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah7XU92J02,11/02/2024 16:12,11/02/2024 16:08,jah46,11/02/2024 16:16
5df5b0f1-2a3a-4cd0-a4ce-b1a022f6bc6d,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauR3G14K21,11/02/2024 16:18,11/02/2024 16:14,bau13,11/02/2024 16:18
609681e3-2594-4fc6-819d-f212e416af34,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauPIPOA355,11/02/2024 16:21,11/02/2024 16:18,bau13,11/02/2024 16:22
930ce4f2-44a7-440e-81aa-1cb1ea381edf,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahBH5R35,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFR43KH28,11/02/2024 16:23,11/02/2024 16:17,jah68,11/02/2024 16:23
70572693-21fd-47d1-adcd-29f3ad23a47c,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauURJCVI16,11/02/2024 16:26,11/02/2024 16:22,bau13,11/02/2024 16:26
ca91c548-f4a4-4fba-8a21-b94f01d4a5b1,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauGBQRWU23,11/02/2024 16:29,11/02/2024 16:26,bau13,11/02/2024 16:29
d0f985e0-0053-4c5f-a11f-de6757cce436,Female,Single,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Bau9EGW1423,11/02/2024 16:34,11/02/2024 16:29,bau13,11/02/2024 16:34
77ab55f0-6d58-44e5-8536-b8fd128111d9,Female,Single,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Bau50YQZN55,11/02/2024 16:37,11/02/2024 16:34,bau13,11/02/2024 16:37
d4d6341e-6642-4b89-bdb4-aa14d61a3478,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOU3LLJ10,11/02/2024 16:41,11/02/2024 16:36,jah68,11/02/2024 16:41
9db21c5a-c8ca-471f-9b27-7296bc2a842b,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Bau3L0I1K48,11/02/2024 16:43,11/02/2024 16:38,bau13,11/02/2024 16:43
40fa2e04-00e0-4020-9e5c-e5fd15004f1c,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauWW6VOS26,11/02/2024 16:46,11/02/2024 16:43,bau13,11/02/2024 16:46
df206c66-84aa-4ffd-b6ac-7ab503e2e407,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQ3K16U50,11/02/2024 16:46,11/02/2024 16:43,jah68,11/02/2024 16:46
b786f3bf-4c40-41e5-8b76-e324bc6833df,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Bau4VD9VE32,11/02/2024 16:53,11/02/2024 16:49,bau13,11/02/2024 16:53
b6064a6c-04e4-4330-9e9f-a221b7d7f310,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahYKXH9T06,11/02/2024 15:43,11/02/2024 15:42,jah71,11/02/2024 16:54
6bd97f94-1a76-4d97-bec8-9aa1f95b0d4c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah01DSEC06,11/02/2024 15:45,11/02/2024 15:44,jah71,11/02/2024 16:54
aa479dbc-cee0-42b0-8ab4-f729ad39b565,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFP8WRA59,11/02/2024 15:47,11/02/2024 15:45,jah71,11/02/2024 16:54
af6c2111-5d49-48cd-bef4-b98e6bd56f27,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahA5K37729,11/02/2024 15:49,11/02/2024 15:47,jah71,11/02/2024 16:54
e087b4a9-e4b4-4e9c-bec1-de4bd6664120,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah5XR2HO26,11/02/2024 16:06,11/02/2024 15:49,jah71,11/02/2024 16:54
144d659f-04f2-42db-884f-e7f3dca74601,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahK34Y0445,11/02/2024 16:08,11/02/2024 16:07,jah71,11/02/2024 16:55
64a12e83-ff27-4004-b269-dcc8eb6cacc5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOVEJU418,11/02/2024 16:10,11/02/2024 16:08,jah71,11/02/2024 16:55
d1f0fd0c-ee89-4b14-a3d9-78d50b81c988,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahNKDTAW27,11/02/2024 16:12,11/02/2024 16:10,jah71,11/02/2024 16:55
4ea9acbb-2173-46e4-a1f6-59b10d1c1669,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahWKROPI56,11/02/2024 16:13,11/02/2024 16:12,jah71,11/02/2024 16:55
ca1a9f0c-6f77-41bc-8f8e-8a5a5c605716,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah28KCKK08,11/02/2024 16:14,11/02/2024 16:13,jah71,11/02/2024 16:55
424039fa-773c-431b-b988-c059002fe86f,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZTCR7I44,11/02/2024 16:16,11/02/2024 16:14,jah71,11/02/2024 16:55
186fc2d1-4fbb-4a48-82ae-26a21efc926d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTXNG4R23,11/02/2024 16:18,11/02/2024 16:16,jah71,11/02/2024 16:55
d0417786-1bf9-4204-9781-a4f639ce51fc,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah271KUG36,11/02/2024 16:54,11/02/2024 16:18,jah71,11/02/2024 16:55
4c25da0b-61c0-4ee6-b1f5-025fc63b5a13,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauJGBEDA27,11/02/2024 16:56,11/02/2024 16:53,bau13,11/02/2024 16:56
6af48537-ab33-463d-b4be-c7b4db63089e,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahYA133N00,11/02/2024 16:56,11/02/2024 16:54,jah71,11/02/2024 16:56
445944a7-4ce8-4f67-9b4e-1dc1f1e25ea4,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFOZYBA21,11/02/2024 16:57,11/02/2024 16:50,jah68,11/02/2024 16:57
5c24eb68-1d94-4dc3-b4d3-0b6da82a7e17,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOEQ6LZ25,11/02/2024 16:59,11/02/2024 16:57,jah71,11/02/2024 16:59
e97a159b-8b68-4a54-9bea-a5d93575936a,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahAMBVZO47,11/02/2024 17:00,11/02/2024 16:59,jah71,11/02/2024 17:00
75f0bd8f-f861-4786-9533-70323898db93,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauN90VF746,11/02/2024 17:00,11/02/2024 16:56,bau13,11/02/2024 17:00
09b2b6e6-1545-403d-8a77-3af840038c98,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahV9YHTT34,11/02/2024 17:01,11/02/2024 16:57,jah68,11/02/2024 17:01
3a608132-8a67-4449-8c63-c3d6f1c10528,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahHX5P2157,11/02/2024 17:01,11/02/2024 17:00,jah71,11/02/2024 17:01
c3174bcf-d848-4a7a-b07b-768dccdc15b1,Female,Single,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauTG5UUQ18,11/02/2024 17:03,11/02/2024 17:00,bau13,11/02/2024 17:03
bdc1c484-693e-44b1-a7ec-7f9d7bcedc19,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahGOPE6616,11/02/2024 17:04,11/02/2024 17:01,jah71,11/02/2024 17:04
4c03070e-9714-4229-875b-a387054264c8,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1ZTTI446,11/02/2024 17:04,11/02/2024 17:01,jah68,11/02/2024 17:04
1879b510-d840-4f2a-bb8d-6a44781ae97d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahKV8HB618,11/02/2024 17:07,11/02/2024 17:04,jah71,11/02/2024 17:07
22b0731a-7303-4b27-8cc2-e928ba35e82e,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahI4IWMD51,11/02/2024 17:07,11/02/2024 17:04,jah68,11/02/2024 17:07
d75c92bc-eac3-4f88-ae1a-67ea7bfef322,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauLPMYC813,11/02/2024 17:07,11/02/2024 17:04,bau13,11/02/2024 17:07
65f59f4b-0cc6-4ae3-9fe8-513b01f9d438,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahN3CK05,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah0J8NEQ42,11/02/2024 17:08,11/02/2024 17:07,jah71,11/02/2024 17:08
59f2947d-3ad5-4a41-a484-db7936c7c5da,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahVP1RIQ49,11/02/2024 17:10,11/02/2024 17:07,jah68,11/02/2024 17:10
558b6076-add8-4d45-ad58-96523f9b21f2,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauP0NZJI24,11/02/2024 17:11,11/02/2024 17:07,bau13,11/02/2024 17:11
623d35aa-29b3-4e26-98da-03ab4e89d365,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahI1DSBH18,11/02/2024 17:14,11/02/2024 17:10,jah68,11/02/2024 17:14
537c7166-4d90-4a7b-93f5-6310e8af8dc2,Female,Married,Bauchi,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauXZLLLK59,11/02/2024 17:14,11/02/2024 17:11,bau13,11/02/2024 17:14
73d96ccd-9ba6-44dc-9ff7-b218a3f1d37d,Female,Single,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauD11Y2L06,11/02/2024 17:17,11/02/2024 17:14,bau13,11/02/2024 17:17
a03a7649-0a21-464d-a91f-f3b50d0de751,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah6WXYPK12,11/02/2024 17:17,11/02/2024 17:14,jah68,11/02/2024 17:18
166e0804-02f5-4169-aa22-07acb40cae4f,Female,Single,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Child_to_head_of_household,BauOQ8X52,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BauL7ETZD25,11/02/2024 17:22,11/02/2024 17:17,bau13,11/02/2024 17:22
f82b4e40-a49f-4acf-83c3-0cb41be7b568,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJ8QYR408,11/02/2024 17:22,11/02/2024 17:18,jah68,11/02/2024 17:22
d894540b-3935-4f5a-814f-b87e033f570d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahH23T36,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9LMX8F18,11/02/2024 17:25,11/02/2024 17:22,jah68,11/02/2024 17:25
b2c516f6-6e90-4767-87ec-41238fed5678,Female,Married,Bauchi,Wet_Season,3.0,---,I_am_an_indigene,Spouse_to_household_head,BauOQ8X52,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Bau45RD6U41,11/02/2024 17:28,11/02/2024 17:22,bau13,11/02/2024 17:28
