formid,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,form/Implementing_partner,Cooperative_Unique_ID,Gender_of_cooperative_members,Age_of_cooperative_members,Nature_of_Cooperative_members,username,received_on
a3ff7a35-e01d-4e68-bf0a-62535e4a47f7,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,PVNL,C-Tar8VBSB36,Female,Youth,Production/Processing,tar302,13/06/2025 22:23
bcce3af7-d19a-45eb-ae7b-013a79b4e0d1,Kaduna,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Zan0FORX07,Male,Youth,Production,zan302,14/06/2025 09:00
71a15287-bf64-40c6-addf-646af5bf9a8c,Kaduna,,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,Kaduna 1-PVNL,C-Zan78D4L12,Female,Youth,Production/Processing,zan302,14/06/2025 09:14
51fcb6bd-3755-45be-ad41-9cc48e0ae7e9,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 1-PVNL,C-Chi6KX2346,Female,Youth,Production,chk309,14/06/2025 09:16
ca13138e-4620-406b-a93d-6510df8808f7,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi61V5K23,Female,Youth,Production,chk309,14/06/2025 09:22
46a889c8-9cf1-4498-b02e-a22661d03547,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiRGUCW59,Female,Youth,Production/Processing,chk303,14/06/2025 09:34
07e8736f-79d0-43e8-a525-d5ce3eea43b1,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiRGUCW59,Female,Youth,Production/Processing,chk303,14/06/2025 09:34
4ebf1b98-dec5-493f-b9c6-ea963c0b1f7c,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiS0F4B21,Female,Youth,Production/Processing,chk303,14/06/2025 09:34
17f51554-9458-4372-aa63-bff409378261,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiOW5NO17,Female,Youth,Production/Processing,chk303,14/06/2025 09:34
e0aa687f-8e6c-4a5a-ba89-1396580c9703,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi198TK47,Female,Youth,Production/Processing,chk303,14/06/2025 09:34
4d26dbbd-3d41-49fb-81da-a78708085150,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi198TK47,Female,Youth,Production/Processing,chk303,14/06/2025 09:37
3db3f3df-833f-41bf-8bf5-6c50a8566543,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiI5UWF52,Female,Youth,Production/Processing,chk303,14/06/2025 09:40
8909f5fc-6a16-42f1-b3b7-44397f17ff37,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiI5UWF52,Female,Youth,Production/Processing,chk303,14/06/2025 09:43
e82bf18f-0ca9-4ec1-af86-60a12b26dc4b,Kaduna,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi2I0NH39,Female,Youth,Production/Processing,chk303,14/06/2025 10:16
2199e694-5736-461a-b260-4fe81e941010,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi2I0NH39,Female,Youth,Production/Processing,chk303,14/06/2025 10:16
b3caa4ee-b4f3-4f35-8ce8-4f179ea12c10,Kaduna,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 1-PVNL,C-Zan9IDFB26,Female,Youth,Production/Processing,zan301,14/06/2025 12:32
ef0edf7e-ea44-4f2f-9523-9f8b37e88a95,Kaduna,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 1-PVNL,C-Zan3I1HF45,Female,Youth,Production/Processing,zan301,14/06/2025 12:55
f9126e38-6007-40b7-ab36-5410fc1f0d46,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,PVNL,C-Jab13L7B49,Female,Youth,Processing,jab305,14/06/2025 14:25
921e3a9f-7afb-4dd7-bf1c-2cdf6203e04a,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,PVNL,C-TarQAJR955,Female,Youth,Production/Processing,tar302,14/06/2025 15:25
a7c66f99-6a83-4728-8008-ca83166187bd,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,PVNL,C-TarQAJR955,Female,Youth,Production/Processing,tar302,14/06/2025 15:38
47db225c-15aa-4847-ac67-e5df71a95b26,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,PVNL,C-Tar82NKE58,Male,Youth,Production,tar302,14/06/2025 15:43
2b2fe617-6776-43b3-b20f-8a5e413e041b,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem8S44124,Female,Youth,Production/Processing,jam300,14/06/2025 16:21
b3b38e8d-3cd5-422f-be75-81d422396580,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem8S44124,Female,Youth,Production/Processing,jam300,14/06/2025 16:25
f320dae2-accb-47a9-a7d3-8f249999a4b7,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,PVNL,C-Jab4TOLD33,Male,Youth,Production,jab305,14/06/2025 16:28
ffc4bad8-a0e5-4372-ae85-c500ef8fe20c,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-Jab972VP28,Female,Youth,Production/Processing,jab305,14/06/2025 16:28
3397c364-fab4-4e39-b17e-96c5a627e2c6,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem8S44124,Female,Youth,Production/Processing,jam300,14/06/2025 16:32
1118ee9c-2915-4ca0-92eb-286e9e785473,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem8S44124,Female,Youth,Production/Processing,jam300,14/06/2025 16:34
eda28d79-eb29-4f67-9e22-d64c82b3be1d,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,14/06/2025 16:55
fc046b7b-83e6-4e68-a62c-f7bc7af694bd,Kaduna,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,14/06/2025 17:18
8bebb95a-407f-4734-973b-ea5153eed7fb,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,14/06/2025 17:36
a665b3bd-8ab4-4f23-8465-4dde27b1e06f,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,PVNL,C-Tar7WWLK20,Male,Youth,Production,tar309,14/06/2025 19:48
c43cd9a4-0cf4-4316-b7c3-8c48f2310a76,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-Tar7WWLK20,Male,Youth,Production,tar309,14/06/2025 20:00
78334cc6-d1f9-4319-80ef-f6c4b499a45f,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,15/06/2025 10:57
060e749c-6976-4500-b81d-247de4da23ac,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,15/06/2025 11:04
41df4b54-a52c-448b-b6f6-8a8a3249db98,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauIFY4729,Male,Youth,Production,kau301,15/06/2025 11:18
34493fc8-b5cb-4114-89f9-675a00cd61d1,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-Kau9I6DT19,Male,Youth,Production,kau301,15/06/2025 11:29
2172f7d6-cb55-404e-8d59-e45697ab0d2d,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-Kau9I6DT19,Male,Youth,Production,kau301,15/06/2025 11:34
e0dc332c-c0a9-40bb-a221-c511c01f6a2b,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau9I6DT19,Male,Youth,Production,kau301,15/06/2025 11:39
6ec8ade7-22d2-49dc-b84e-7fe230a9d89b,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau9I6DT19,Male,Youth,Production,kau301,15/06/2025 11:53
14642fa1-b14e-4bac-af57-9341d971edbd,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-Kau6PFSR59,Male,Youth,Production,kau301,15/06/2025 12:02
c67470b1-367c-44f0-8892-7d490b3a82e4,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-Kau6PFSR59,Male,Youth,Production,kau301,15/06/2025 12:16
350a03ba-20d6-417f-bbd5-2934546ae2c3,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau6PFSR59,Male,Youth,Production,kau301,15/06/2025 12:20
adb669fe-239e-4975-b003-9996930b0dbf,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau6PFSR59,Male,Youth,Production,kau301,15/06/2025 12:33
f2585705-4f42-4f72-a7a2-aa00666b22d7,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauVX6M540,Female,Youth,Production/Processing,kau301,15/06/2025 13:02
ca94c2e1-fed3-48cc-b279-d96c72eeb30e,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauVX6M540,Female,Youth,Production/Processing,kau301,15/06/2025 13:09
f80e4166-de2a-45ca-9518-32ed3251ebc6,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauVX6M540,Female,Youth,Production/Processing,kau301,15/06/2025 13:16
328ba2f0-3b4e-4f84-8526-710f70106c90,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauVX6M540,Female,Youth,Production/Processing,kau301,15/06/2025 13:28
757c66fc-7ae2-4e26-a8d5-9ad57639f495,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauSMWGG49,Female,Youth,Production/Processing,kau301,15/06/2025 14:08
7c8b96a7-e678-496d-ab66-540db11efb91,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauSMWGG49,Female,Youth,Production/Processing,kau301,15/06/2025 14:12
27e09635-a624-447b-a67d-83cf64de9f5c,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauSMWGG49,Female,Youth,Production/Processing,kau301,15/06/2025 14:17
7ac1cbb4-5888-47b7-9fad-c054b9803d0d,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauSMWGG49,Female,Youth,Production/Processing,kau301,15/06/2025 14:21
83a8d262-ff68-4d24-9ce7-ef74f8c8becc,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauJTBKV44,Female,Youth,Production/Processing,kau301,15/06/2025 14:27
3a368ec6-0d4b-4c72-890b-7a48596edda6,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-KauJTBKV44,Female,Youth,Production/Processing,kau301,15/06/2025 14:31
f1bac5f4-209a-4fe9-bd00-60e65ac5956e,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJTBKV44,Female,Youth,Production/Processing,kau301,15/06/2025 14:34
5d1a0e16-98ea-4f83-b864-9354f6914de6,Kaduna,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ZanN2HVE51,Female,Youth,Processing,zan302,15/06/2025 14:40
c3700f24-8eb4-4dea-ac25-7e7b91746633,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJTBKV44,Female,Youth,Production/Processing,kau301,15/06/2025 14:43
5b070a67-4684-465b-9448-7275e7e0f5fb,Kaduna,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ZanN2HVE51,Female,Youth,Processing,zan302,15/06/2025 14:49
d1a3e527-e42c-47b0-a51b-c744ff5ad16e,Kaduna,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ZanR9WBI43,Female,Youth,Production/Processing,zan302,15/06/2025 14:55
c17d78b6-5592-4b2f-9fbd-e92c8a3f4e7a,Kaduna,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ZanTOAR643,Male,Youth,Production,zan302,15/06/2025 15:04
d048c0d0-947e-4a48-869b-91a81d95fd67,Kaduna,,1,1,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ZanTG7DV48,Female,Youth,Production/Processing,zan302,15/06/2025 15:10
ba8e23ac-5514-4ca3-9856-2189c540d69f,Kaduna,,1,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Zan67VTK10,Female,Youth,Production/Processing,zan302,15/06/2025 15:20
d37ec7d0-5974-4d60-be29-0a2020d996eb,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemSRGPB50,Female,Youth,Production/Processing,jam300,15/06/2025 19:07
94aa2cc5-bbec-4705-b3e6-e3bc6775bcda,Kaduna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemSRGPB50,Female,Youth,Production/Processing,jam300,15/06/2025 19:16
4904a269-fa41-4eed-80a9-e5ffca62c9ea,Kaduna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemSRGPB50,Female,Youth,Production/Processing,jam300,15/06/2025 19:20
5744f3ac-5386-4034-b847-ebaa33146b6e,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemSRGPB50,Female,Youth,Production/Processing,jam300,15/06/2025 19:25
b32711fa-db55-4133-8257-4f6996fce795,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemSRGPB50,Female,Youth,Production/Processing,jam300,15/06/2025 19:29
9d9d90fc-e861-4510-877a-075c2ab3eba3,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemVRREC07,Male,Youth,Production,jam300,15/06/2025 19:34
86c33352-1702-4f39-869d-e24165b9e623,Kaduna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemVRREC07,Male,Youth,Production,jam300,15/06/2025 19:38
acde9198-4fc4-4975-b5ee-dca31101df8f,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemVRREC07,Male,Youth,Production,jam300,15/06/2025 19:46
350c406d-03b4-42be-9d65-abc1f74d82b7,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemVRREC07,Male,Youth,Production,jam300,15/06/2025 19:52
c8d9abfc-8e27-444e-87cd-7f966dceaa01,Kaduna,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiKM92937,Female,Youth,Production/Processing,chk307,15/06/2025 19:55
2bab130f-7e2f-4c8e-b9ec-62f454b009a6,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE365033,Female,Youth,Production/Processing,jam300,15/06/2025 19:57
ca4157d8-024b-435b-a538-8bd7a5c2def7,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE365033,Female,Youth,Production/Processing,jam300,15/06/2025 20:02
178c0af5-6047-4204-9ced-9633e1491cf2,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE365033,Female,Youth,Production/Processing,jam300,15/06/2025 20:06
b104f582-0e40-4d27-a79f-b4690007d7f7,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE365033,Female,Youth,Production/Processing,jam300,15/06/2025 20:09
e50183b9-92e6-4340-b571-e59508dcbac3,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE365033,Female,Youth,Production/Processing,jam300,15/06/2025 20:14
99b92ab2-2515-42b4-9219-5b52281f6a2c,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemT8VAG04,Male,Youth,Production,jam300,15/06/2025 20:19
ffb0e748-c677-4cf2-a34e-e43e7be91285,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemT8VAG04,Male,Youth,Production,jam300,15/06/2025 20:22
c856b5c0-2461-446b-9ed7-03c2f0640b86,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemT8VAG04,Male,Youth,Production,jam300,15/06/2025 20:28
09caa793-b6de-41f3-beed-0346b215d6df,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemT8VAG04,Male,Youth,Production,jam300,15/06/2025 20:33
a3233888-76b2-4d24-9c8c-72365b9bc97d,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemT8VAG04,Male,Youth,Production,jam300,15/06/2025 20:36
9377b7b3-8282-4418-9ff0-e1f25234cc13,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 20:45
64977748-1beb-46c2-b9ea-d87974a9ec09,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 20:50
cdb399ed-8049-4f1f-a5dc-6a4628fd0de6,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 20:54
02f65f16-bc09-448d-bd9a-0724d5518a10,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 21:00
891e7381-685f-49a5-87bd-9d7d239e94d0,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 21:08
e13e2526-7704-4557-8c09-9e08193dcbb1,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemME3AV06,Female,Youth,Production/Processing,jam300,15/06/2025 21:13
a9cd9580-02af-43f6-a16a-a07156e022a7,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemIB50F11,Female,Youth,Production/Processing,jam300,15/06/2025 21:58
615b5a80-839a-4787-911c-475cc2e6c133,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemIB50F11,Female,Youth,Production/Processing,jam300,15/06/2025 22:05
8e80f212-5146-4020-87a7-4f653b7b0184,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemIB50F11,Female,Youth,Production/Processing,jam300,15/06/2025 22:10
998cad4b-99eb-44fb-a1db-6a7033cf5ee2,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemIB50F11,Female,Youth,Production/Processing,jam300,15/06/2025 22:14
523b044d-5672-4ff4-8ea7-46c1daeafc6c,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemIB50F11,Female,Youth,Production/Processing,jam300,15/06/2025 22:16
1c9d42c1-f0e6-4d81-bd44-6b298fb574a9,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemTNVKR42,Female,Youth,Production/Processing,jam300,15/06/2025 22:21
a274ac67-bfaa-41bf-8d03-ec7f7606cdb2,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JemFKIM916,Female,Youth,Production/Processing,jam300,15/06/2025 22:26
36827a15-fbfc-4e3b-b9ba-e4dc65df2d3b,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem4G56759,Male,Youth,Production,jam300,15/06/2025 22:30
7477d096-0d98-43f8-a878-c09a10b9c137,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem6A9JB09,Female,Youth,Production/Processing,jam300,15/06/2025 22:34
56b08838-162b-4846-a8ca-9069d2bf3334,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE0NJM48,Female,Youth,Production/Processing,jam300,15/06/2025 22:38
8382d594-d60a-4e67-acce-4e70c1ba8a3e,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE0NJM48,Female,Youth,Production/Processing,jam300,15/06/2025 22:47
37b0c679-c277-433d-81ef-125dfad924e6,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE0NJM48,Female,Youth,Production/Processing,jam300,15/06/2025 22:51
c35f09f4-a0c8-492d-9e62-e94a0b8959c3,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE0NJM48,Female,Youth,Production/Processing,jam300,15/06/2025 22:56
8184493f-22c2-4329-80b9-576b9bdba73b,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-JemE0NJM48,Female,Youth,Production/Processing,jam300,15/06/2025 23:00
ba831184-1e6a-4899-bcfd-f6dc73ed4e04,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Kaduna 2-PVNL,C-JemH30V348,Male,Youth,Production,jam307,15/06/2025 23:00
097aa760-04cf-4120-b790-460dad19c890,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem4G56759,Male,Youth,Production,jam300,15/06/2025 23:15
c3f79f6a-7f53-4afd-ba54-5b35dd943628,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem4G56759,Male,Youth,Production,jam300,15/06/2025 23:18
ced60e89-f690-429e-889b-999dc473307b,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Jem4G56759,Male,Youth,Production,jam300,15/06/2025 23:23
0faf51e4-aa22-452e-b8ec-1104d39ae2c4,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-Tar34TS109,Male,Youth,Production,tar307,16/06/2025 05:22
33747488-e7d9-425a-afcc-ed05f932d0d1,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-Tar34TS109,Male,Youth,Production,tar307,16/06/2025 05:24
6a964dd6-a24e-4c2d-bc39-17f084ba94f4,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-TarM7KXW49,Female,Youth,Production/Processing,tar307,16/06/2025 05:27
7357b6ac-36de-480a-a896-4f3190221dfc,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-TarM7KXW49,Female,Youth,Production/Processing,tar307,16/06/2025 05:30
1e67b9f8-f20f-4976-bfb1-ac8ec1ef95f1,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-TarY2OHJ28,Female,Youth,Production/Processing,tar307,16/06/2025 05:32
b77abda5-3479-4888-84f1-83f5aada24e0,Benue,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-TarY2OHJ28,Female,Youth,Production/Processing,tar307,16/06/2025 05:34
43b72eaf-f5bd-4857-8a49-19d07a6f63de,Benue,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-Gwe9UZUT35,Female,Youth,Production/Processing,gee308,16/06/2025 07:06
