formid,1  Which of these products did the Community Partner receive?,3  How many bags of ____ did the Community Partner receive?,4  Which other item did they receive? | Food_Flasks,4  Which other item did they receive? | Plastic_containers_for_food,4  Which other item did they receive? | Mobile_work_station,4  Which other item did they receive? | Umbrella,4  Which other item did they receive? | None,4  Which other item did they receive? | extra,5 1  What Quantity of Food flask (Thermocool) did the community Partner Receive?,5 2  What Quantity of Plastic containers did the community Partner Receive?,5 3  What Quantity of Mobile work station did the community Partner Receive?,5 4  What Quantity of Umbrella did the community Partner Receive?,form/Case_Data/Coop_ID,form/Case_Data/State,received_on,form case case_id
483acc1c-85fb-4268-bbc1-9fa59813b536,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:56,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
365a14a4-5798-4feb-9b1e-011b45f6647c,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:56,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
a543df3d-3574-48b4-862f-84ec0d6343d6,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:56,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
c61860ae-43c1-45ad-8186-f37bc28c6e12,Rice,10.0,1,,,,,,10,---,---,---,NinN16242,Bauchi,17/04/2025 12:56,64616f2d-d3cc-4656-b2eb-12d311e35da3
a3621a20-438e-466c-9861-d1428fddcba0,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:57,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
530cab26-3c2d-4a2c-bf89-645934aa0ed5,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:57,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
1a9be4f0-29f9-4e36-9de4-4707d55642b4,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:58,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
2d5691ce-ece4-42ae-9219-45c0b72ca2fb,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:58,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
2eac7243-4799-4728-b21f-bf18f98b00f4,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:58,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
c58f2bb5-6957-4050-ba62-8c76b69fa544,Rice,6.0,1,,,,,,6,---,---,---,NinUO9Q26,Bauchi,17/04/2025 12:59,1fcd1790-4afd-4420-8e58-3b80da704a0c
221f19bb-d971-4a70-9cb5-27d3fb4eb164,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:59,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
10ebd59b-7c92-4226-8407-984dcaa2426b,Rice,6.0,1,,,,,,6,---,---,---,WarWVND18,Bauchi,17/04/2025 12:59,32e65d1a-6a9d-463b-9b1a-33713be9982e
403bdebb-6a43-4932-a20b-104448d4459f,Rice,6.0,1,,,,,,1,---,---,---,AkkLVL843,Gombe,17/04/2025 12:59,f9ec4b48-060f-47d8-9847-7a7ab38b2cb8
1e90a85d-51d7-4fed-b33b-2f51e653e72a,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:59,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
7640dc09-de36-4dc5-ad2c-27d01aedc258,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 12:59,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
091db8f9-0c31-45bb-841a-0aa5bd8ce939,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:00,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
f67aed23-2225-48c8-b90b-65effa4c7319,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:00,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
17b57c6c-0a1b-4427-a0d4-c72e436765ee,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:00,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
98f6df7f-8d9a-44c6-bd12-ef7426029966,Rice,6.0,,,,1,,,---,---,---,1,DasMTK837,Bauchi,17/04/2025 13:00,398136dd-b33a-4094-978b-abc96fc98ea0
928748dd-e2be-4bbd-9d66-62972d351e64,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:00,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
50a6dc6a-b058-4134-800e-0721ed315414,Rice,6.0,,,,1,,,---,---,---,1,DasR6A357,Bauchi,17/04/2025 13:00,af50830f-432d-4b57-963f-7b7829eb776d
a69ef470-ebe1-4b9d-8c80-a0f82b4f8098,Rice,6.0,1,1,,1,,,---,---,---,---,GarXU3V49,Kano,17/04/2025 13:00,e9c61662-3b7d-48bf-baf7-6dce0713e8cc
d6f33973-524a-4b63-9287-d8de628e107e,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:01,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
4aebdb14-7499-476d-96fd-74c49c0eb351,Rice,6.0,1,,,,,,1,---,---,---,AkkTGUI51,Gombe,17/04/2025 13:01,42505af2-36ed-4ea9-9d80-523c73adca7d
e22562e4-2a14-4e14-8f98-905b8146d65e,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:01,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
0e5cffc9-3d20-414e-8c0d-8f5f6cae4652,Rice,10.0,1,,,,,,10,---,---,---,Nin95UN54,Bauchi,17/04/2025 13:01,596ee944-d085-43da-82de-a6609660f1d2
2fe79451-0066-4195-9f25-ac8c1d39be44,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:01,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
57905808-c45a-45da-87fb-7be26e775a7e,Rice,6.0,1,,,,,,1,---,---,---,Gom9G3A40,Gombe,17/04/2025 13:01,6bdec11d-ceb9-44bc-9683-eacf7227ea57
7a7f3059-1fd9-40c2-b06d-f818bfbacaa1,Rice,10.0,,1,,,,,---,10,---,---,NinYMF238,Bauchi,17/04/2025 13:02,b9ac56b6-e690-47f7-aa29-7031df98cd47
84d6a3ec-9d04-4fc4-aa15-5b8532094f3a,Rice,6.0,1,,,,,,1,---,---,---,DasR8AG09,Bauchi,17/04/2025 13:03,cf1e03f3-2fa3-4326-aa55-ea713012777b
43039d86-2845-4a34-9038-b9d0af996377,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
cf9619f6-1827-4537-8e2f-0966dcb112de,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
5105b9d2-c100-4005-9acc-bd56e0e1db20,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
b10fd639-9e1c-409b-bd38-612ba81f24f4,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
52494f63-99a2-4297-9823-8f4e6157d7d2,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
1a04a019-047b-4ec1-89f5-0c855db97fd6,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
a385f6d6-39eb-4e4a-b273-eeae39a45dc6,Rice,6.0,1,,,,,,1,---,---,---,AkkUMWH05,Gombe,17/04/2025 13:03,9b2b3591-acf0-447e-a200-93efef366cf9
c235a1e1-7e54-4836-a531-daa9126f4c96,Rice,6.0,1,,,,,,1,---,---,---,Gom1VAP59,Gombe,17/04/2025 13:03,1bd25fac-2eb0-4318-b7c5-c46f7464ff06
ef72d976-6b15-4b02-8c23-e31c0b0351cc,Rice,6.0,1,,,,,,1,---,---,---,DasT3XW33,Bauchi,17/04/2025 13:05,57062613-4f8d-4062-ac92-53d90352eb90
bdbd8ce0-d2ed-479a-b549-0343c108e9ba,Rice,6.0,1,,,,,,1,---,---,---,Gom91B210,Gombe,17/04/2025 13:06,a7846c73-1c99-4f60-945d-dbd87eae0bab
dc9fb57a-2048-4bde-bea9-0b12e40b22f6,Rice,6.0,1,,,,,,1,---,---,---,GomBGD254,Gombe,17/04/2025 13:06,38e6c866-5cd9-42d4-920f-f5febf57bea6
27f19862-be0c-4d51-a64f-bdadedeaafa0,Rice,6.0,1,,,,,,1,---,---,---,GomJ9CF54,Gombe,17/04/2025 13:06,dcc6150c-7e6d-4c15-9729-a2170ac6681b
3d2b0d2d-5418-4620-a3cd-8d097d4a2146,Rice,6.0,1,,,,,,1,---,---,---,GomN2T656,Gombe,17/04/2025 13:06,791bae14-407c-475f-ba90-62f40bb95184
36762809-8984-4af2-9abc-503c1786a896,Rice,6.0,1,,,,,,1,---,---,---,GomOAER44,Gombe,17/04/2025 13:06,18cb5f83-4d63-4375-ab77-548ed4095fdd
581b0fff-a096-493e-b66c-4a8cb35af03f,Rice,6.0,1,,,,,,1,---,---,---,GomZYUI29,Gombe,17/04/2025 13:07,3faf030a-c916-45fc-a186-45ee371d5ea1
37db9ece-944d-4a3b-9d30-d1798b18e8ce,Rice,6.0,,,,1,,,---,---,---,1,DasTAR459,Bauchi,17/04/2025 13:07,bbfda479-4349-4df1-b7ad-fada2a8de599
1e9eedb6-9448-469e-b5a4-b8e1c3c54776,Rice,6.0,1,,,,,,1,---,---,---,Gom9G3A40,Gombe,17/04/2025 13:08,6bdec11d-ceb9-44bc-9683-eacf7227ea57
50000f95-c590-46da-9566-dd26d595a033,Rice,6.0,1,,,,,,1,---,---,---,Gom9G3A40,Gombe,17/04/2025 13:08,6bdec11d-ceb9-44bc-9683-eacf7227ea57
0dd4d5de-b273-4247-9b63-e80b33c777d8,Rice,6.0,1,,,,,,1,---,---,---,Das1UGP25,Bauchi,17/04/2025 13:09,f70eacb9-9607-42b5-ae89-8e1b93f6291a
6f5340b1-91e9-492b-9558-8f7dce8cdb6c,Rice,6.0,1,,,,,,1,---,---,---,KwaR64G32,Gombe,17/04/2025 13:10,6cc28556-437a-4e43-8b68-90b064c9411f
ee6bb60c-a2b2-4a7b-acb6-431f9a0e4665,Rice,6.0,1,,,,,,1,---,---,---,GomN2T656,Gombe,17/04/2025 13:11,791bae14-407c-475f-ba90-62f40bb95184
b4b88037-7585-4708-9a42-943d19a1fc91,Rice,6.0,1,,,,,,1,---,---,---,GomJ9CF54,Gombe,17/04/2025 13:11,dcc6150c-7e6d-4c15-9729-a2170ac6681b
492295c5-cbde-4a8c-85f4-91d4f7ac315f,Rice,6.0,,,,1,,,---,---,---,1,DasZU8U27,Bauchi,17/04/2025 13:12,f3d530f4-9466-42a5-a571-8b503f235df6
98429bd7-723b-45a6-a397-fa3f31414345,Rice,6.0,,,,1,,,---,---,---,1,DasMCWR24,Bauchi,17/04/2025 13:14,fb25ead4-ae2b-4680-98df-9bfa2fb641a4
9792dca4-f59a-4838-951d-527b55125eef,Rice,6.0,1,,,,,,1,---,---,---,DasMUQF09,Bauchi,17/04/2025 13:16,0dfea772-1f9b-4a5f-9f2a-f2f5769f33c9
249647cb-fc01-4b69-9860-ed6b2e4c580f,Rice,6.0,1,,,,,,1,---,---,---,GomN2T656,Gombe,17/04/2025 13:16,791bae14-407c-475f-ba90-62f40bb95184
8abf995c-7895-4fd4-a904-7634d5dcb393,Rice,6.0,1,,,,,,2,---,---,---,BauY0F121,Bauchi,17/04/2025 13:16,0d70de0b-2a42-4aaf-8078-da6d62208703
74987823-6e27-409a-a503-002dc9f0c42f,Rice,6.0,1,,,,,,1,---,---,---,Kwa8TVT45,Gombe,17/04/2025 13:17,6db5c937-9089-4961-ac5f-ad45ae1b23aa
2b1193fd-d5aa-4aa6-aae3-2cba6ec7a16c,Rice,6.0,1,,,,,,1,---,---,---,DasNXCZ41,Bauchi,17/04/2025 13:18,30a4e830-0d07-4bcf-bbbb-b302a02b6af8
923f4afc-ece3-4785-a0ad-e4740bfced0f,Rice,6.0,1,,,,,,1,---,---,---,GomBGD254,Gombe,17/04/2025 13:18,38e6c866-5cd9-42d4-920f-f5febf57bea6
51745a0e-80f5-4df8-99a2-a281754cd07e,Rice,1000.0,1,,,1,,,---,---,---,---,Rin9AY710,Jigawa,17/04/2025 13:20,9345932d-d896-44e6-8bc0-b4f124e28ec2
dbdea42d-860b-4e08-bc10-0dd6d9a1d4eb,Rice,6.0,,,,1,,,---,---,---,1,DasPC4834,Bauchi,17/04/2025 13:22,7c888ad5-76fb-49d2-a903-faae7babebbe
5371b525-115d-418e-a8ab-86690823ff06,Rice,6.0,,,1,,,,---,---,1,---,DasQJHD50,Bauchi,17/04/2025 13:23,a20da10c-a050-4111-ac16-5bf10d3624bb
2cacc5e6-484a-48b5-a80f-47842e6a7789,Rice,5.0,,1,,,,,---,2,---,---,Bau2SNW22,Bauchi,17/04/2025 13:23,fa403a4c-8b4e-4573-9839-5a874fe19019
00c1ce0e-4a1d-4594-b4c7-fd219095c2be,Rice,6.0,1,,,,,,1,---,---,---,DasZDT310,Bauchi,17/04/2025 13:24,ee384d3c-8fc5-4558-8671-59a141ac4fb4
07256a26-bca1-4a31-915b-fae6262d760f,Rice,6.0,1,1,,,,,---,---,---,---,DasY1ZE25,Bauchi,17/04/2025 13:26,abf7ce41-5a4a-4348-a180-8ce566fcf7dd
902f61c4-dfcd-4db1-aa0f-aa0d01a8d620,Rice,1000.0,1,,,1,,,---,---,---,---,Rin9AY710,Jigawa,17/04/2025 13:26,9345932d-d896-44e6-8bc0-b4f124e28ec2
d43337ae-953c-4f04-b3d4-cafd579265f1,Soya_Bean,100.0,1,1,,1,,,---,---,---,---,Tud3K5601,Kano,17/04/2025 13:27,d9243f55-a388-460b-8d0b-f8be75967986
09a10642-174c-48b8-85dd-a7c50d2a13e0,Soya_Bean,150.0,1,1,,1,,,---,---,---,---,Tud5T1508,Kano,17/04/2025 13:27,9b7026df-b567-4ed9-af58-4030b8c2ab92
5415c592-2fff-4eb6-8ac1-527825837de4,Beans,200.0,1,1,,1,,,---,---,---,---,TudXRS458,Kano,17/04/2025 13:27,67a7da7e-f877-4fa8-a641-6946d150da9d
62b49479-6b16-41f7-868f-ee51494422e3,Soya_Bean,200.0,1,1,1,,,,---,---,---,---,Tud8M6W31,Kano,17/04/2025 13:27,1ddff9f7-1b19-447b-8c9b-2ddca7a03807
8629dea6-5f14-4b1c-8b1e-49bdb62001f1,Beans,50.0,1,1,,1,,,---,---,---,---,TudP3OV00,Kano,17/04/2025 13:27,9e2c011c-3ee3-4f9e-81bb-29efd93474c0
7d004927-f633-43d4-abe8-79761bca4a40,Beans,300.0,1,1,,1,,,---,---,---,---,TudW2AN48,Kano,17/04/2025 13:27,b6fb1fb6-4e4b-493f-a25f-1a3c63147e6c
359ef41c-f2fb-414a-8ec2-26ba8e111447,Rice,6.0,1,,,,,,1,---,---,---,DasZDT310,Bauchi,17/04/2025 13:28,ee384d3c-8fc5-4558-8671-59a141ac4fb4
0a1928df-874e-477c-8285-e7f94ea8acaa,Rice,6.0,1,,,,,,6,---,---,---,DasZU8U27,Bauchi,17/04/2025 13:28,f3d530f4-9466-42a5-a571-8b503f235df6
c4d3af85-6679-4276-8675-2024569da15c,Rice,5.0,,,,1,,,---,---,---,1,BauCZ9600,Bauchi,17/04/2025 13:33,c95022de-ecf1-4872-b244-ff72bb4c78ac
e04debbe-9ea1-4e33-8dbc-6a1ae4163b89,Soya_Bean,8.0,,1,1,1,,,---,---,---,---,Beb3QZ225,Kano,17/04/2025 13:35,defb38fa-d90d-456f-8ea7-1503934742ed
428b2e31-336c-4e2d-a945-be11db1f013e,Beans,13.0,,1,1,1,,,---,---,---,---,BebOFEG13,Kano,17/04/2025 13:35,84f6d47e-2656-4838-aa92-a4dca8a27f40
aa25182a-50ef-4b8d-b1ab-36176b025aaa,Soya_Bean,13.0,,1,1,,,,---,---,---,---,Beb1D8114,Kano,17/04/2025 13:35,235abbf6-ffe0-441a-860b-58a56e727363
fb9bb8af-7d43-42f3-ab71-7f13c981403d,Beans,13.0,,1,1,1,,,---,---,---,---,BebXXVQ01,Kano,17/04/2025 13:35,45ea9459-526c-4c55-bec0-59764cdf3fd9
a2bcd740-78f2-436d-97eb-0f1c94a3b6dc,Rice,5.0,1,,,,,,1,---,---,---,BauDMUH41,Bauchi,17/04/2025 13:35,38b505e1-b5b8-4562-b3c8-9c11e2b4052e
19a79ae0-1093-439c-aa35-8776a4ca5e38,Soya_Bean,13.0,,1,1,1,,,---,---,---,---,BebFB2O37,Kano,17/04/2025 13:36,dba00459-3985-4908-95eb-24d3e7fc5596
38e27549-1195-4f9e-b321-fe18bfe2db68,Rice,5.0,1,,,,,,1,---,---,---,Bau32SB41,Bauchi,17/04/2025 13:36,851d76e0-8b95-4ad0-84ea-021c9152f7fe
11748df6-b5ca-457b-bd81-ef096d59beb9,Rice,7.0,1,1,1,1,,,---,---,---,---,BebJB1L33,Kano,17/04/2025 13:36,3e4c3cc8-ff03-4449-88c2-5c8469c8c8b4
4d567295-f250-4110-8363-264a5514c7f1,Rice,6.0,,,,1,,,---,---,---,1,BauLYIB32,Bauchi,17/04/2025 13:41,db4c46fa-6742-4ac1-8468-9287938df710
da6edee6-64b5-4ad6-a173-89d3b85b9d15,Rice,7.0,1,1,1,1,,,---,---,---,---,TudAV9G48,Kano,17/04/2025 13:43,a1e812c2-f97c-462e-8c9b-4f43dc95444b
8f0657fc-5017-46cd-9d38-17717dc865f5,Rice,6.0,1,,,,,,1,---,---,---,BauMN5029,Bauchi,17/04/2025 13:47,eb16470e-ef4e-4b70-8407-f2ad219ff4d3
5f27f4bc-13b9-4b50-8208-9307877cfe56,Rice,6.0,1,,,,,,1,---,---,---,AkkLBVF04,Gombe,17/04/2025 13:50,ab00d2b7-c0bf-4716-9619-b7bd484ae69b
b4eaebdf-7b52-44dd-be15-9ea6228ec965,Soya_Bean,8.0,1,1,1,1,,,---,---,---,---,BebFJ5212,Kano,17/04/2025 13:51,3f238e1b-5c4d-487c-89be-e058eb70bd17
bf6f6419-296c-417a-a145-8446f0b39d08,Rice,6.0,1,,,,,,1,---,---,---,AkkPO2C37,Gombe,17/04/2025 13:51,29b8bdda-d95c-44be-a938-81b36804b26e
7dd3bc1f-16c2-4ff8-8832-1036c30bfc9a,Rice,5.0,,,,1,,,---,---,---,2,Bau32SB41,Bauchi,17/04/2025 13:52,851d76e0-8b95-4ad0-84ea-021c9152f7fe
d108694d-3fb3-48c2-a83e-dfeafcc1f713,Rice,6.0,1,,,,,,1,---,---,---,AkkX7MU19,Gombe,17/04/2025 13:53,431f76ad-ab2c-411d-ba43-41a1b4749ac7
78761fd0-90b6-4418-a060-bb0441c97650,Rice,6.0,,,,,1,,---,---,---,---,BalAXGV12,Gombe,17/04/2025 13:55,ca089862-9d65-4906-a90c-da4bf4f78fe9
c81c4f34-d56b-46e7-9837-17a65582903b,Rice,6.0,,,,,1,,---,---,---,---,BalX2SE11,Gombe,17/04/2025 13:55,fcac7e81-c227-4302-978c-cb4aa68460db
05770a5e-50f4-4b4b-8e7d-1d659d740d00,Rice,6.0,1,,,,,,1,---,---,---,Akk2C0W23,Gombe,17/04/2025 13:55,d433a636-6fd6-4718-bdfd-58bd876b95c0
91a609b0-f860-4848-b6c6-9d356913d23c,Rice,6.0,,,,,1,,---,---,---,---,BalR09112,Gombe,17/04/2025 13:56,836bb4ce-02e9-41fd-abc3-71c7bc86287d
72058424-fa59-4fe9-bc13-a43b1feb4bcb,Rice,6.0,,,,,1,,---,---,---,---,GomAJK717,Gombe,17/04/2025 13:57,53cba9b7-a99e-4569-b129-8807d91b6194
aca52528-efad-485b-ad69-ef143e1aed8e,Rice,8.0,1,1,1,1,,,---,---,---,---,TudIWXZ07,Kano,17/04/2025 13:58,4581f95f-eed5-45ed-8f32-beac8153f1ee
81dbdc67-bf16-498b-961b-4d356614e985,Rice,6.0,,,,,1,,---,---,---,---,Bal0WT122,Gombe,17/04/2025 13:59,852485aa-e6cc-4f27-ad79-3f2caa1c4c60
a221e310-bb64-4112-b7c1-657c7e84be1d,Soya_Bean,6.0,1,1,,1,,,---,---,---,---,TudV10I20,Kano,17/04/2025 13:59,acf8507d-fc2e-452c-b580-7db2ae629d05
b9d12a24-2159-406e-b4f3-05e66cbf0bb9,Rice,6.0,1,1,,1,,,---,---,---,---,GarJBCE31,Kano,17/04/2025 13:59,f430c380-5989-44e9-b66a-07e6db0ced12
63bc6656-7e86-48e5-954a-3bcffe422498,Rice,6.0,1,,,,,,1,---,---,---,AkkN7R250,Gombe,17/04/2025 14:00,137a7c1a-992f-4ae1-91fd-933d0c50e002
dc169bb9-58f9-44f6-ad4c-b082b49ce94a,Rice,6.0,,,,,1,,---,---,---,---,Bal93BC56,Gombe,17/04/2025 14:00,7781b2d6-ff08-483c-a481-70778308c830
765b03e4-db67-4019-9a67-0dbb1b67332f,Beans,8.0,1,1,,1,,,---,---,---,---,TudYT7T43,Kano,17/04/2025 14:01,748d41db-95e7-4c64-8f69-b567b3f73394
00bd6360-718b-463e-8320-a7d0faf8df28,Rice,7.0,1,1,1,1,,,---,---,---,---,TudBA8I10,Kano,17/04/2025 14:02,fc197820-d366-4037-a7bb-3adf2e79cf51
994851f3-b61c-4862-a463-c9189bc0a592,Rice,2.0,1,,,,,,2,---,---,---,ShoZ08812,Gombe,17/04/2025 14:02,8a5c5ed5-4c1c-4c17-b4fe-33381da896be
70dce3b8-fc9b-4d27-a0c5-afc457bbc9ea,Rice,6.0,1,1,,1,,,---,---,---,---,GarJBCE31,Kano,17/04/2025 14:03,f430c380-5989-44e9-b66a-07e6db0ced12
88da6950-3e08-43f7-baff-5280f7aa34a1,Rice,6.0,,,,,1,,---,---,---,---,BalWP1150,Gombe,17/04/2025 14:03,e38ff491-daa6-44cc-86b1-1b5e612c71d2
d43feca3-2637-4a6f-83df-fba4c3d357b8,Pastry_flour,6.0,1,1,,1,,,---,---,---,---,TudQ3PJ15,Kano,17/04/2025 14:03,63ff1b6f-f483-4d8b-b60a-a7b8bf3dc251
5056c8a1-4db3-48c6-8c82-bc6fd1dbee56,Rice,8.0,1,1,1,1,,,---,---,---,---,TudPAOA20,Kano,17/04/2025 14:04,c1370aa1-a1d9-4bf3-b0af-3eda543b4380
ab73fa54-1938-4b1c-bb68-d109e9f816cf,Rice,6.0,,,,,1,,---,---,---,---,BalAXGV12,Gombe,17/04/2025 14:05,ca089862-9d65-4906-a90c-da4bf4f78fe9
0c14b650-9e88-4e1a-91ee-49d034149d0a,Rice,7.0,1,,1,1,,,---,---,---,---,Tud0P3A25,Kano,17/04/2025 14:08,b4c0aff3-7001-46a3-8ebf-a688330f8cc9
ce250217-37cc-40a3-a4e3-8e422034a9bc,Beans,10.0,,1,1,1,,,---,---,---,---,BebQSCO57,Kano,17/04/2025 14:08,cc8540ec-bc82-4c38-88a7-459af5267a10
8974d022-5f50-4bef-86eb-92a675631fcb,Rice,6.0,1,,,,,,6,---,---,---,WarK47T32,Bauchi,17/04/2025 14:09,8db18762-959d-4556-ab02-927e86fa78fc
9be5e53d-10c7-4301-bb55-bc7458b47dfe,Rice,6.0,1,,,,,,1,---,---,---,AkkN7R250,Gombe,17/04/2025 14:10,137a7c1a-992f-4ae1-91fd-933d0c50e002
2f0c50d4-038f-4491-a438-ac05dd9aa987,Beans,13.0,1,1,1,,,,---,---,---,---,BebVQZK51,Kano,17/04/2025 14:10,1d67f0ed-0afb-4cd6-8b3b-f6e1419a4a64
d684a776-f592-42d7-85f3-eae26b5800db,Soya_Bean,13.0,1,1,1,1,,,---,---,---,---,Beb5R6U13,Kano,17/04/2025 14:10,e301d7ec-69d8-4146-93c0-5fc73cea9d0c
15a233eb-5fe3-4459-ae91-7570c06af6ff,Beans,8.0,1,1,1,1,,,---,---,---,---,BebZ75O42,Kano,17/04/2025 14:10,e68f3469-0a9c-4fe2-8e67-68e94f157c5e
da0715c0-0d28-4960-be65-2eadda90a0fb,Soya_Bean,13.0,1,1,1,,,,---,---,---,---,BebYC4O12,Kano,17/04/2025 14:10,622967f4-3e22-4646-a371-6360f28233b7
7602884d-714d-406a-9552-862ac53a45e5,Beans,8.0,1,1,1,1,,,---,---,---,---,Beb0GY818,Kano,17/04/2025 14:10,ecf1a2f5-a4ac-4a05-a8a4-af10990aaa52
3c2ef155-bc55-4b22-9fbf-8056d650d23e,Beans,8.0,1,1,1,1,,,---,---,---,---,BebHIYT07,Kano,17/04/2025 14:10,9bb1a7bc-7714-4cc2-9fdf-694be8dfe9e3
b1cc1182-cfea-4492-a486-0ce67227381a,Soya_Bean,13.0,1,1,1,1,,,---,---,---,---,Beb1MIO25,Kano,17/04/2025 14:10,a897c6b1-e3a6-4b62-b5a4-c3840d3f8369
356011ba-e2fe-43de-b52d-b3e7a682f60e,Soya_Bean,13.0,1,1,1,1,,,---,---,---,---,Beb139N46,Kano,17/04/2025 14:10,54e13055-3c23-4a89-817e-2e6f76bcf943
3b1ec1e7-dc82-4d18-9d35-ad395f4d0f61,Rice,6.0,1,,,,,,6,---,---,---,WarL04015,Bauchi,17/04/2025 14:11,50a882f0-8002-4db8-89f9-aac9643f0e40
5332f8f7-0700-441f-a7f6-b5dea98cb8a6,Soya_Bean,8.0,,1,1,1,,,---,---,---,---,BebJB1L33,Kano,17/04/2025 14:11,3e4c3cc8-ff03-4449-88c2-5c8469c8c8b4
c023cf6c-b0a8-4c94-8a5e-aaf02f5c5320,Beans,12.0,1,1,,,,,---,---,---,---,Beb0X2355,Kano,17/04/2025 14:12,3adaea1d-72e6-406b-ad9d-2d55f9b7eb48
a447c6c4-7133-4360-9b04-8b6af5aea069,Maize,6.0,1,1,1,1,,,---,---,---,---,TudAV9G48,Kano,17/04/2025 14:12,a1e812c2-f97c-462e-8c9b-4f43dc95444b
e6ace7eb-293f-4e6a-8cfe-3477f39dd9c7,Rice,6.0,1,,,,,,7,---,---,---,WarM8VD32,Bauchi,17/04/2025 14:12,6365b1e0-6993-44fe-8dc5-37b831ec6dd4
a9f995c7-1ac9-44b0-82bf-5055d1fd9020,Rice,3.0,,,,,1,,---,---,---,---,TofT23C37,Kano,17/04/2025 14:13,b5208fd6-8770-4b0c-8fe6-b01f3f9a3950
0ee80f3f-6894-4baa-8393-5059455fee32,Soya_Bean,8.0,,1,1,1,,,---,---,---,---,Tud11P332,Kano,17/04/2025 14:13,d7104943-fdd3-4aff-b39d-846e789b9b87
c3f65aed-0905-438b-a208-3d3e31f0c27e,Soya_Bean,6.0,,1,1,1,,,---,---,---,---,BebZUER49,Kano,17/04/2025 14:14,2abb127d-247a-4ccd-ad71-5934dfcfde31
2bec1216-4c1c-4588-917b-6adddb80f22f,Rice,10.0,1,1,1,1,,,---,---,---,---,TudDR9Z53,Kano,17/04/2025 14:14,e70a8c17-e539-408c-b7ac-8cd128d571dd
7669c5a0-3973-4ecb-bbad-2931ed124d58,Beans,8.0,1,,1,1,,,---,---,---,---,BebFJ5212,Kano,17/04/2025 14:15,3f238e1b-5c4d-487c-89be-e058eb70bd17
