form/generatedCommPartnerUniqueid,validation,State-IP
P-Kab07J9Y641,Keep,Kano-WOFAN
P-KabD45PDI18,Keep,Kano-WOFAN
P-KabDMR9BC50,Keep,Kano-WOFAN
P-KabJCFAKV47,Keep,Kano-WOFAN
P-KabDUB4IN43,Keep,Kano-WOFAN
P-KabQBZPPR56,Keep,Kano-WOFAN
P-KabZ267GF13,Keep,Kano-WOFAN
P-KabKGTY7A05,Keep,Kano-WOFAN
P-KabLBEEL356,Keep,Kano-WOFAN
P-KabBS8PTX22,Keep,Kano-WOFAN
P-KabP03LY041,Keep,Kano-WOFAN
P-KabUNYRPN20,Keep,Kano-WOFAN
P-Kab4WYZM930,Keep,Kano-WOFAN
P-KabPE1SHL35,Keep,Kano-WOFAN
P-KabJNDOPR34,Keep,Kano-WOFAN
P-KabHGWID737,Keep,Kano-WOFAN
P-KabX0ADY936,Keep,Kano-WOFAN
P-KabW4UC4946,Keep,Kano-WOFAN
P-KabR2K4L213,Keep,Kano-WOFAN
P-Kab6RAJWX46,Keep,Kano-WOFAN
P-KabFI2OAF31,Keep,Kano-WOFAN
P-Kab63TSEJ24,Keep,Kano-WOFAN
P-Kab1USQLP14,Keep,Kano-WOFAN
P-KabEE3VU033,Keep,Kano-WOFAN
P-KabFPK5IS54,Keep,Kano-WOFAN
P-KabUG2U5I13,Keep,Kano-WOFAN
P-KabOSO8DA54,Keep,Kano-WOFAN
P-Kab51XWUL23,Keep,Kano-WOFAN
P-KabH21NVL31,Keep,Kano-WOFAN
P-KabIL6SLV48,Keep,Kano-WOFAN
P-KabCR8O9I16,Keep,Kano-WOFAN
P-KabG0IH8726,Keep,Kano-WOFAN
P-KabCRVH5I14,Keep,Kano-WOFAN
P-KabSC5MHS29,Keep,Kano-WOFAN
P-KabOK1FZC11,Keep,Kano-WOFAN
P-KabUFTM5C19,Keep,Kano-WOFAN
P-KabFVLOT943,Keep,Kano-WOFAN
P-KabB9W1X535,Keep,Kano-WOFAN
P-Kab0MBA4Z11,Keep,Kano-WOFAN
P-KabQR6VFV54,Keep,Kano-WOFAN
P-KabNEU9NP27,Keep,Kano-WOFAN
P-KabU6DTG550,Keep,Kano-WOFAN
P-KabO5S3XX19,Keep,Kano-WOFAN
P-KabZZ9DDQ30,Keep,Kano-WOFAN
P-KabZKVJB248,Keep,Kano-WOFAN
P-Kab1EEH8753,Keep,Kano-WOFAN
P-KabQ3NEXH50,Keep,Kano-WOFAN
P-KabRRDGZ755,Keep,Kano-WOFAN
P-KabYF3CVC32,Keep,Kano-WOFAN
P-Kab6L9FB903,Keep,Kano-WOFAN
P-KabZG3L8E00,Keep,Kano-WOFAN
P-Kab3D9HHP18,Keep,Kano-WOFAN
P-KabIZJFOX01,Keep,Kano-WOFAN
P-KabULNW9W38,Keep,Kano-WOFAN
P-KabP3PMOK34,Keep,Kano-WOFAN
P-KabIVYS7I45,Keep,Kano-WOFAN
P-Kab0I6O1554,Keep,Kano-WOFAN
P-Kab9HDN6K58,Keep,Kano-WOFAN
P-KabYBJGTP25,Keep,Kano-WOFAN
P-Kab3YE5IB10,Keep,Kano-WOFAN
P-KabZSCWCT25,Keep,Kano-WOFAN
P-KabLFNKOY45,Keep,Kano-WOFAN
P-KabIUX0TD06,Keep,Kano-WOFAN
P-Kab2KULRC24,Keep,Kano-WOFAN
P-KabIQJAY158,Keep,Kano-WOFAN
P-Kab8MKC8604,Keep,Kano-WOFAN
P-Kab5AC8BK31,Keep,Kano-WOFAN
P-KabECSL8027,Keep,Kano-WOFAN
P-KabK1NX2S53,Keep,Kano-WOFAN
P-KabR9M9MA42,Keep,Kano-WOFAN
P-Kab48JGUG37,Keep,Kano-WOFAN
P-KabBLVO0I15,Keep,Kano-WOFAN
P-KabZMRZRT53,Keep,Kano-WOFAN
P-KabS9ILJF28,Keep,Kano-WOFAN
P-Kab9NX46E18,Keep,Kano-WOFAN
P-Kab2P98EL32,Keep,Kano-WOFAN
P-KabV8FBO927,Keep,Kano-WOFAN
P-KabXBE06610,Keep,Kano-WOFAN
P-Kab34WPQE40,Keep,Kano-WOFAN
P-KabAWN8PO33,Keep,Kano-WOFAN
P-KabDNZMZE26,Keep,Kano-WOFAN
P-KabJ8UY9S59,Keep,Kano-WOFAN
P-KabTBEXRK06,Keep,Kano-WOFAN
P-KabRQK6O318,Keep,Kano-WOFAN
P-Kab14N9FN09,Keep,Kano-WOFAN
P-KabG2U7HE57,Keep,Kano-WOFAN
P-KabI99LHH36,Keep,Kano-WOFAN
P-KabI43PPE46,Keep,Kano-WOFAN
P-KabW360GH26,Keep,Kano-WOFAN
P-KabODTIMM31,Keep,Kano-WOFAN
P-KabRLKX0D10,Keep,Kano-WOFAN
P-KabI34UGJ50,Keep,Kano-WOFAN
P-KabLWCXUV53,Keep,Kano-WOFAN
P-Kab1EGU1G00,Keep,Kano-WOFAN
P-KabWBM5GM43,Keep,Kano-WOFAN
P-KabKHJ0RK14,Keep,Kano-WOFAN
P-Kab3MQZMO01,Keep,Kano-WOFAN
P-KabE56M2Q23,Keep,Kano-WOFAN
P-Kab9GOWJM35,Keep,Kano-WOFAN
P-KabEYPJ6Z30,Keep,Kano-WOFAN
P-KabGQZELS20,Keep,Kano-WOFAN
P-KabF2J75T20,Keep,Kano-WOFAN
P-Kab2NTPRC11,Keep,Kano-WOFAN
P-KabLU9IR316,Keep,Kano-WOFAN
P-Kab5Z7QSQ08,Keep,Kano-WOFAN
P-KabGJ6OY457,Keep,Kano-WOFAN
P-KabPBEWVZ36,Keep,Kano-WOFAN
P-Kab89VMJ405,Keep,Kano-WOFAN
P-KabWGQZ1I03,Keep,Kano-WOFAN
P-Kab0967FX57,Keep,Kano-WOFAN
P-KabTTGCIO08,Keep,Kano-WOFAN
P-KabBRZHL244,Keep,Kano-WOFAN
P-KabB4TZHS31,Keep,Kano-WOFAN
P-Kab3LCYB416,Keep,Kano-WOFAN
P-Kab0C5YDR02,Keep,Kano-WOFAN
P-Kab0EBG9I00,Keep,Kano-WOFAN
P-KabMK3CKP41,Keep,Kano-WOFAN
P-KabL4C6XA27,Keep,Kano-WOFAN
P-Kab1IJNOH39,Keep,Kano-WOFAN
P-KabXMPJSG28,Keep,Kano-WOFAN
P-Kab76J9YM51,Keep,Kano-WOFAN
P-KabS6IT1G20,Keep,Kano-WOFAN
P-KabR3W3XU32,Keep,Kano-WOFAN
P-KabIM8WJZ05,Keep,Kano-WOFAN
P-KabJS1C7Z45,Keep,Kano-WOFAN
P-KabIUN8BC00,Keep,Kano-WOFAN
P-KabUIII2A24,Keep,Kano-WOFAN
P-KabY22FAP01,Keep,Kano-WOFAN
P-Kab1YQF8715,Keep,Kano-WOFAN
P-KabM77VLR31,Keep,Kano-WOFAN
P-KabR28ZKM48,Keep,Kano-WOFAN
P-KabXRECUX38,Keep,Kano-WOFAN
P-Kab6D3BQ752,Keep,Kano-WOFAN
P-KabVKGQKM23,Keep,Kano-WOFAN
P-KabQ7MQXU20,Keep,Kano-WOFAN
P-KabD1IL9Z28,Keep,Kano-WOFAN
P-KabLPTZ5914,Keep,Kano-WOFAN
P-KabZDBZ2C06,Keep,Kano-WOFAN
P-KabQGX2HY57,Keep,Kano-WOFAN
P-KabELUF4Q42,Keep,Kano-WOFAN
P-Kab1DT07706,Keep,Kano-WOFAN
P-KabJTTVTQ19,Keep,Kano-WOFAN
P-KabTC10EN54,Keep,Kano-WOFAN
P-KabQGVRH755,Keep,Kano-WOFAN
P-KabZI0TT417,Keep,Kano-WOFAN
P-KabMU689E52,Keep,Kano-WOFAN
P-KabW2MDLA01,Keep,Kano-WOFAN
P-KabYLQVFX48,Keep,Kano-WOFAN
P-Kab1G5SC549,Keep,Kano-WOFAN
P-KabJOGPP903,Keep,Kano-WOFAN
P-Kab04U87Q21,Keep,Kano-WOFAN
P-KabDHUBF802,Keep,Kano-WOFAN
P-KabHMDGML26,Keep,Kano-WOFAN
P-Kab644YT100,Keep,Kano-WOFAN
P-Kab8IFGAF47,Keep,Kano-WOFAN
P-KabPLNXRN38,Keep,Kano-WOFAN
P-Kab9C4Z5531,Keep,Kano-WOFAN
P-KabTA1IP735,Keep,Kano-WOFAN
P-KabJ7AKSP30,Keep,Kano-WOFAN
P-Kab7SG2EI30,Keep,Kano-WOFAN
P-KabZUVEQG20,Keep,Kano-WOFAN
P-KabWAXVAV17,Keep,Kano-WOFAN
P-KabAJXO2U59,Keep,Kano-WOFAN
P-KabQPT7R150,Keep,Kano-WOFAN
P-KabW7VQYV39,Keep,Kano-WOFAN
P-Kab07ROVA07,Keep,Kano-WOFAN
P-Kab565RO050,Keep,Kano-WOFAN
P-Kab7N6DL142,Keep,Kano-WOFAN
P-Kab81UBKT44,Keep,Kano-WOFAN
P-KabV3HO6536,Keep,Kano-WOFAN
P-KabIV5FAA22,Keep,Kano-WOFAN
P-KabUY24KX08,Keep,Kano-WOFAN
P-Kab7AFZMH38,Keep,Kano-WOFAN
P-KabTDLPN820,Keep,Kano-WOFAN
P-KabPRRJN954,Keep,Kano-WOFAN
P-Kab7X6LG414,Keep,Kano-WOFAN
P-KabYJWRK523,Keep,Kano-WOFAN
P-KabM4FKEQ10,Keep,Kano-WOFAN
P-Kab2GEY1X33,Keep,Kano-WOFAN
P-Kab6LDJL044,Keep,Kano-WOFAN
P-KabB5JZ5K10,Keep,Kano-WOFAN
P-Kab6J1YD400,Keep,Kano-WOFAN
P-KabJSUE5102,Keep,Kano-WOFAN
P-Kab879YZ509,Keep,Kano-WOFAN
P-KabH0AWXM01,Keep,Kano-WOFAN
P-KabAUJBQF16,Keep,Kano-WOFAN
P-KabW0N71S56,Keep,Kano-WOFAN
P-KabMPLH5D13,Keep,Kano-WOFAN
P-KabB88KGT48,Keep,Kano-WOFAN
P-Kab59BUDW29,Keep,Kano-WOFAN
P-KabPLJ8F917,Keep,Kano-WOFAN
P-KabM0NMLV23,Keep,Kano-WOFAN
P-KabL3HDTF07,Keep,Kano-WOFAN
P-KabOFRH5709,Keep,Kano-WOFAN
P-KabUU3A1342,Keep,Kano-WOFAN
P-KabTX18YK39,Keep,Kano-WOFAN
P-Kab3EUHO236,Keep,Kano-WOFAN
P-KabBGUWG518,Keep,Kano-WOFAN
P-KabDUI9X931,Keep,Kano-WOFAN
P-KabA3D9U854,Keep,Kano-WOFAN
P-KabCL7TO544,Keep,Kano-WOFAN
P-Kab1RDF2J17,Keep,Kano-WOFAN
P-KabTNJHPX14,Keep,Kano-WOFAN
P-KabXEPNZ854,Keep,Kano-WOFAN
P-KabEVAZWP48,Keep,Kano-WOFAN
P-KabKN62FQ33,Keep,Kano-WOFAN
P-KabH3YSEO35,Keep,Kano-WOFAN
P-KabHIBQJK53,Keep,Kano-WOFAN
P-KabX7X62F47,Keep,Kano-WOFAN
P-KabQEJ7QL44,Keep,Kano-WOFAN
P-Kab2KQGOB29,Keep,Kano-WOFAN
P-KabW8X3C401,Keep,Kano-WOFAN
P-KabDNQLAB28,Keep,Kano-WOFAN
P-Kab6COFY147,Keep,Kano-WOFAN
P-KabNZJN6Y08,Keep,Kano-WOFAN
P-KabHKZFF027,Keep,Kano-WOFAN
P-Kab8C86F337,Keep,Kano-WOFAN
P-KabO2U8L515,Keep,Kano-WOFAN
P-KabGP11WZ10,Keep,Kano-WOFAN
P-Kab3S7SRA41,Keep,Kano-WOFAN
P-Kab9WXIZ709,Keep,Kano-WOFAN
P-Kab32QG5M15,Keep,Kano-WOFAN
P-KabBGG9S206,Keep,Kano-WOFAN
P-KabKROHGS29,Keep,Kano-WOFAN
P-KabSXI6M809,Keep,Kano-WOFAN
P-KabYUIYAP19,Keep,Kano-WOFAN
P-KabRXSP9346,Keep,Kano-WOFAN
P-KabPMJHQC33,Keep,Kano-WOFAN
P-KabFL3EVC19,Keep,Kano-WOFAN
P-Kab94WKAH11,Keep,Kano-WOFAN
P-KabPVKI1I26,Keep,Kano-WOFAN
P-Kab2ARCNO35,Keep,Kano-WOFAN
P-KabWGYF8755,Keep,Kano-WOFAN
P-KabU96LOR24,Keep,Kano-WOFAN
P-KabRPJOE801,Keep,Kano-WOFAN
P-KabKWF2E047,Keep,Kano-WOFAN
P-KabFFR1XA52,Keep,Kano-WOFAN
P-KabRZXHXU01,Keep,Kano-WOFAN
P-KabDNTA1D41,Keep,Kano-WOFAN
P-Kab7H2OTO07,Keep,Kano-WOFAN
P-Kab2J7HLE38,Keep,Kano-WOFAN
P-KabWFA53555,Keep,Kano-WOFAN
P-KabLYTZJT11,Keep,Kano-WOFAN
P-KabM4EJNW41,Keep,Kano-WOFAN
P-KabNCM0D905,Keep,Kano-WOFAN
P-KabBQROFP53,Keep,Kano-WOFAN
P-KabJDRFHG40,Keep,Kano-WOFAN
P-KabHB5PBE10,Keep,Kano-WOFAN
P-KabTZILOQ47,Keep,Kano-WOFAN
P-KabQXYYPW59,Keep,Kano-WOFAN
P-KabJQDUHR01,Keep,Kano-WOFAN
P-KabUJAJG226,Keep,Kano-WOFAN
P-Kab238T1230,Keep,Kano-WOFAN
P-KabBZC0PD18,Keep,Kano-WOFAN
P-KabRW7GB621,Keep,Kano-WOFAN
P-KabJDAUCS02,Keep,Kano-WOFAN
P-KabMD0BOU03,Keep,Kano-WOFAN
P-KabSSMYDW30,Keep,Kano-WOFAN
P-KabLMOZDU54,Keep,Kano-WOFAN
P-KabVGHI8U03,Keep,Kano-WOFAN
P-Kab9P68WY46,Keep,Kano-WOFAN
P-KabWLFELT11,Keep,Kano-WOFAN
P-KabVNO0VM50,Keep,Kano-WOFAN
P-KabSX0J4V02,Keep,Kano-WOFAN
P-KabUPSWV637,Keep,Kano-WOFAN
P-KabKFZN3947,Keep,Kano-WOFAN
P-KabVP95YY21,Keep,Kano-WOFAN
P-Kab2UAJ4O41,Keep,Kano-WOFAN
P-KabDRJQWO57,Keep,Kano-WOFAN
P-KabNDKBGX02,Keep,Kano-WOFAN
P-KabL7M1RG20,Keep,Kano-WOFAN
P-Kab1ZCJS204,Keep,Kano-WOFAN
P-KabEKVSBI20,Keep,Kano-WOFAN
P-KabDWO5TV17,Keep,Kano-WOFAN
P-KabOZ91ZY36,Keep,Kano-WOFAN
P-Kab4BIPI915,Keep,Kano-WOFAN
P-Kab613INF01,Keep,Kano-WOFAN
P-KabUKAGB840,Keep,Kano-WOFAN
P-KabKUGB9X43,Keep,Kano-WOFAN
P-KabIHULCU49,Keep,Kano-WOFAN
P-KabQW7N3V45,Keep,Kano-WOFAN
P-KabADK0IG12,Keep,Kano-WOFAN
P-Kab98I9U837,Keep,Kano-WOFAN
P-KabT5NHD437,Keep,Kano-WOFAN
P-Kab0G0AYC42,Keep,Kano-WOFAN
P-Kab9CG47548,Keep,Kano-WOFAN
P-KabNHJS7X31,Keep,Kano-WOFAN
P-KabWLBAU806,Keep,Kano-WOFAN
P-KabNHFM1637,Keep,Kano-WOFAN
P-KabC98IV207,Keep,Kano-WOFAN
P-KabUD16Y054,Keep,Kano-WOFAN
P-KabGKRBVV03,Keep,Kano-WOFAN
P-KabJN04E853,Keep,Kano-WOFAN
P-Kab8KDDTS03,Keep,Kano-WOFAN
P-KabQKFKDN44,Keep,Kano-WOFAN
P-KabS4ZFZK16,Keep,Kano-WOFAN
P-KabVKKPM117,Keep,Kano-WOFAN
P-KabD0KW7127,Keep,Kano-WOFAN
P-KabHLB9LP50,Keep,Kano-WOFAN
P-Kab5LHUFG46,Keep,Kano-WOFAN
P-Kab64M5M723,Keep,Kano-WOFAN
P-KabUH3WJG30,Keep,Kano-WOFAN
P-KabZOC03A17,Keep,Kano-WOFAN
P-SabHM04DM43,Keep,Kaduna-WOFAN
P-Sab5721SQ39,Keep,Kaduna-WOFAN
P-SabFVHQBX29,Keep,Kaduna-WOFAN
P-SabD0S1GM53,Keep,Kaduna-WOFAN
P-SabP2AHXK30,Keep,Kaduna-WOFAN
P-RinHK5VOY46,Keep,Jigawa-WOFAN
P-SabK6UKCE49,Keep,Kaduna-WOFAN
P-Sab8QWV7E08,Keep,Kaduna-WOFAN
P-SabC9PM1T02,Keep,Kaduna-WOFAN
P-SabVZCEZ712,Keep,Kaduna-WOFAN
P-SabOAE7U211,Keep,Kaduna-WOFAN
P-Sab4KSRPL42,Keep,Kaduna-WOFAN
P-DawCUUEL354,Keep,Kano-WOFAN
P-Sab0EDQ7654,Keep,Kaduna-WOFAN
P-SabLLRT8Z35,Keep,Kaduna-WOFAN
P-Mad2ZUIWG21,Keep,Kano-WOFAN
P-SabM26MEI19,Keep,Kaduna-WOFAN
P-SabSLT7RN37,Keep,Kaduna-WOFAN
P-MadAQPM1H00,Keep,Kano-WOFAN
P-RinW7SV1155,Keep,Jigawa-WOFAN
P-BujSELBZS02,Keep,Jigawa-WOFAN
P-BujJVBCKI07,Keep,Jigawa-WOFAN
P-Sab74QQ6E14,Keep,Kaduna-WOFAN
P-Sab4IO42V20,Keep,Kaduna-WOFAN
P-Bir3RMH9W52,Keep,Jigawa-WOFAN
P-SabJD7TGX02,Keep,Kaduna-WOFAN
P-BujC3F4LO29,Keep,Jigawa-WOFAN
P-Buj3IDGF047,Keep,Jigawa-WOFAN
P-SabR6JNYJ23,Keep,Kaduna-WOFAN
P-SabOC9NS133,Keep,Kaduna-WOFAN
P-Sab23BJPV32,Keep,Kaduna-WOFAN
P-Zar5G978W49,Keep,Kaduna-WOFAN
P-Bir0PL9K743,Keep,Jigawa-WOFAN
P-SabA18SL358,Keep,Kaduna-WOFAN
P-Buj2CQVZ310,Keep,Jigawa-WOFAN
P-Bir10QWUJ33,Keep,Jigawa-WOFAN
P-ZarE69I1H34,Keep,Kaduna-WOFAN
P-BirQGUTY501,Keep,Jigawa-WOFAN
P-ZarB63QAK20,Keep,Kaduna-WOFAN
P-ZarJPRNGM01,Keep,Kaduna-WOFAN
P-SabCKOPOT48,Keep,Kaduna-WOFAN
P-Bir1LI5QF47,Keep,Jigawa-WOFAN
P-BujXBYYB023,Keep,Jigawa-WOFAN
P-ZarUTQFKL47,Keep,Kaduna-WOFAN
P-BirYHW84529,Keep,Jigawa-WOFAN
P-SabCKJK2425,Keep,Kaduna-WOFAN
P-Zar661XDE58,Keep,Kaduna-WOFAN
P-DawIQL39639,Keep,Kano-WOFAN
P-BirFS4BX544,Keep,Jigawa-WOFAN
P-Zar9V4AI903,Keep,Kaduna-WOFAN
P-TofUNFB0P16,Keep,Kano-WOFAN
P-KafL8BPKN35,Keep,Jigawa-WOFAN
P-BujMII6WZ51,Keep,Jigawa-WOFAN
P-BujT07SZS46,Keep,Jigawa-WOFAN
P-BirCHY7UX34,Keep,Jigawa-WOFAN
P-BujCUJHVU04,Keep,Jigawa-WOFAN
P-BujLXZ9ZR09,Keep,Jigawa-WOFAN
P-BujBMG7Q534,Keep,Jigawa-WOFAN
P-GwaGRWLSR53,Keep,Jigawa-WOFAN
P-BujPA87O735,Keep,Jigawa-WOFAN
P-SabCLVWJC47,Keep,Kaduna-WOFAN
P-ZarRAF55A49,Keep,Kaduna-WOFAN
P-BirV7SLV208,Keep,Jigawa-WOFAN
P-BujRLJ0ET58,Keep,Jigawa-WOFAN
P-Bir87Z55610,Keep,Jigawa-WOFAN
P-Buj4MDKPS29,Keep,Jigawa-WOFAN
P-ZarYN1ODU28,Keep,Kaduna-WOFAN
P-Bau1Z6HWT59,Suspend,Bauchi-WOFAN
P-BirL9CIT634,Keep,Jigawa-WOFAN
P-BirQJJPW512,Keep,Jigawa-WOFAN
P-BirK376J350,Keep,Jigawa-WOFAN
P-BirVLQS8942,Keep,Jigawa-WOFAN
P-TofXKY6I413,Keep,Kano-WOFAN
P-BauWRNALM51,Suspend,Bauchi-WOFAN
P-ZarEMSZ3S51,Keep,Kaduna-WOFAN
P-BujVKZCKN22,Keep,Jigawa-WOFAN
P-BirQPOVKG45,Keep,Jigawa-WOFAN
P-TafYJ9UB332,Suspend,Bauchi-WOFAN
P-BauZDNAN349,Suspend,Bauchi-WOFAN
P-BujL288HW14,Keep,Jigawa-WOFAN
P-BujH0R96617,Keep,Jigawa-WOFAN
P-BirQD3WES30,Keep,Jigawa-WOFAN
P-BirA2SG1X31,Keep,Jigawa-WOFAN
P-KafRAAZI341,Keep,Jigawa-WOFAN
P-BirEBXS5T19,Keep,Jigawa-WOFAN
P-DasZJWE3G17,Suspend,Bauchi-WOFAN
P-TofV7HK8M15,Keep,Kano-WOFAN
P-TofS9S70W31,Keep,Kano-WOFAN
P-Buj65796918,Keep,Jigawa-WOFAN
P-TofBDSQEH17,Keep,Kano-WOFAN
P-GomDWCHGU10,Keep,Gombe-WOFAN
P-KafQYY04F09,Keep,Jigawa-WOFAN
P-BirWR2OKB19,Keep,Jigawa-WOFAN
P-Bau38DGEY50,Suspend,Bauchi-WOFAN
P-Kiy0GS2RZ38,Keep,Jigawa-WOFAN
P-Kiy93GSZN54,Keep,Jigawa-WOFAN
P-KiyEBA68Z50,Keep,Jigawa-WOFAN
P-Kiy9BQ35M43,Keep,Jigawa-WOFAN
P-Kiy5KIOJQ46,Keep,Jigawa-WOFAN
P-KiyIZUAC856,Keep,Jigawa-WOFAN
P-Zar6UL0RQ39,Keep,Kaduna-WOFAN
P-BirEMR1G318,Keep,Jigawa-WOFAN
P-BujUO5JOP13,Keep,Jigawa-WOFAN
P-GomQNHC7N06,Keep,Gombe-WOFAN
P-BujQERHD627,Keep,Jigawa-WOFAN
P-ZarMZKAJK17,Keep,Kaduna-WOFAN
P-TofOQ3MGV11,Keep,Kano-WOFAN
P-Tof6S2PRM15,Keep,Kano-WOFAN
P-Bau6IWZ5W45,Suspend,Bauchi-WOFAN
P-Bir0CKU7W25,Keep,Jigawa-WOFAN
P-Zar2YLTAY45,Keep,Kaduna-WOFAN
P-Das0O4BWO25,Suspend,Bauchi-WOFAN
P-KafQ4X0TP58,Suspend,Jigawa-WOFAN
P-KafZHBSO424,Suspend,Jigawa-WOFAN
P-KafSIOX7L18,Suspend,Jigawa-WOFAN
P-BirRQVFTM23,Keep,Jigawa-WOFAN
P-TafB8VNQM40,Suspend,Bauchi-WOFAN
P-BauTVS7YF19,Suspend,Bauchi-WOFAN
P-GomUO8MZE35,Keep,Gombe-WOFAN
P-BirS56KJX51,Keep,Jigawa-WOFAN
P-BujP9FQT007,Keep,Jigawa-WOFAN
P-TofI7NPP805,Keep,Kano-WOFAN
P-Das583WYE37,Suspend,Bauchi-WOFAN
P-KafKM2XUV41,Suspend,Jigawa-WOFAN
P-TofODM79J53,Keep,Kano-WOFAN
P-ZarX1437V20,Keep,Kaduna-WOFAN
P-ZarYBWPLM25,Keep,Kaduna-WOFAN
P-Bir79HYLE42,Keep,Jigawa-WOFAN
P-Bau88ZTZE47,Suspend,Bauchi-WOFAN
P-KafN3INSX25,Keep,Jigawa-WOFAN
P-ZarAET23Y48,Keep,Kaduna-WOFAN
P-Das2SN4J456,Suspend,Bauchi-WOFAN
P-BauPZ96UW11,Suspend,Bauchi-WOFAN
P-RimLIH2UJ33,Keep,Kano-WOFAN
P-ZarS2BH6530,Keep,Kaduna-WOFAN
P-Zar8OUPP203,Keep,Kaduna-WOFAN
P-ZarIZEA2F34,Keep,Kaduna-WOFAN
P-BujHBSLCM00,Keep,Jigawa-WOFAN
P-RimER3L1D24,Keep,Kano-WOFAN
P-ZarCG2BQO24,Keep,Kaduna-WOFAN
P-GomLADIBY16,Keep,Gombe-WOFAN
P-ZarA0FLDH35,Keep,Kaduna-WOFAN
P-Tof3W26V947,Keep,Kano-WOFAN
P-DasMRNDVM47,Suspend,Bauchi-WOFAN
P-AuyJ3T90W54,Keep,Jigawa-WOFAN
P-BirG31Z1O23,Keep,Jigawa-WOFAN
P-Kaf1C63PI29,Keep,Jigawa-WOFAN
P-Bir5UBL3D28,Keep,Jigawa-WOFAN
P-Taf5GG4F426,Suspend,Bauchi-WOFAN
P-DarNU4C4018,Suspend,Bauchi-WOFAN
P-BauYOWXCK15,Suspend,Bauchi-WOFAN
P-DarQ2178Q21,Suspend,Bauchi-WOFAN
P-DarQFRMR212,Suspend,Bauchi-WOFAN
P-Dar8M6TTF23,Suspend,Bauchi-WOFAN
P-DasNTZDAF06,Suspend,Bauchi-WOFAN
P-DarKHFKCF58,Suspend,Bauchi-WOFAN
P-BauWWKBSI00,Suspend,Bauchi-WOFAN
P-BauTSMWGC34,Suspend,Bauchi-WOFAN
P-BauKHU0Q517,Suspend,Bauchi-WOFAN
P-Bau07GA7G29,Suspend,Bauchi-WOFAN
P-Bau5KBZU724,Suspend,Bauchi-WOFAN
P-BauE7OKQE59,Suspend,Bauchi-WOFAN
P-Bau9JFV3I06,Suspend,Bauchi-WOFAN
P-ZarQB7Q8R50,Keep,Kaduna-WOFAN
P-KafMBPMWO08,Keep,Jigawa-WOFAN
P-Buj4Z5P7A55,Keep,Jigawa-WOFAN
P-Bau6FBL2Y01,Suspend,Bauchi-WOFAN
P-KafGZG1KS28,Keep,Jigawa-WOFAN
P-BauCEPLF801,Suspend,Bauchi-WOFAN
P-Rim5ZLNXT05,Keep,Kano-WOFAN
P-Kaf50UPNA51,Keep,Jigawa-WOFAN
P-ZarM1UHTH46,Keep,Kaduna-WOFAN
P-Auy8Y75NU44,Keep,Jigawa-WOFAN
P-KafMCCLAL12,Keep,Jigawa-WOFAN
P-RimQYIID405,Keep,Kano-WOFAN
P-RimVGGROT33,Keep,Kano-WOFAN
P-Kaf01DBLH29,Keep,Jigawa-WOFAN
P-BirCM5YTX01,Keep,Jigawa-WOFAN
P-TofPQBCN516,Keep,Kano-WOFAN
P-KiyRGVF4933,Keep,Jigawa-WOFAN
P-ZarXM33CB52,Keep,Kaduna-WOFAN
P-KiyJFBNIH39,Keep,Jigawa-WOFAN
P-DasYAXFQL05,Suspend,Bauchi-WOFAN
P-GomOX6IA646,Keep,Gombe-WOFAN
P-BauZMBM4A32,Suspend,Bauchi-WOFAN
P-WarCKF2WG27,Suspend,Bauchi-WOFAN
P-Kaf1EO85J14,Keep,Jigawa-WOFAN
P-DarYMX4P417,Suspend,Bauchi-WOFAN
P-BujN39MR412,Keep,Jigawa-WOFAN
P-RimNWIMYM28,Keep,Kano-WOFAN
P-DasBQQT3704,Suspend,Bauchi-WOFAN
P-BauJ2MMS128,Suspend,Bauchi-WOFAN
P-ZarFHHZ5Q38,Keep,Kaduna-WOFAN
P-TafAU5ISR06,Suspend,Bauchi-WOFAN
P-Tof35TER535,Keep,Kano-WOFAN
P-TofA0KY1R33,Keep,Kano-WOFAN
P-RimDUVK6X54,Keep,Kano-WOFAN
P-RimN1FAXB51,Keep,Kano-WOFAN
P-KafQ69XZW06,Keep,Jigawa-WOFAN
P-Kiy06GV8N16,Keep,Jigawa-WOFAN
P-KafT79MI744,Keep,Jigawa-WOFAN
P-ZarZY8J8D56,Keep,Kaduna-WOFAN
P-ZarK41TFJ01,Keep,Kaduna-WOFAN
P-AuyJLZLJI44,Keep,Jigawa-WOFAN
P-Tof1NRIN330,Keep,Kano-WOFAN
P-BirH3ZCXA30,Keep,Jigawa-WOFAN
P-Bau3SPPY155,Suspend,Bauchi-WOFAN
P-Bir0U72BD42,Keep,Jigawa-WOFAN
P-GomXXZHVN20,Keep,Gombe-WOFAN
P-BujDEXUPN05,Keep,Jigawa-WOFAN
P-RimVLEZ2I58,Keep,Kano-WOFAN
P-BujZHXGKO33,Keep,Jigawa-WOFAN
P-BauN6TJPJ34,Suspend,Bauchi-WOFAN
P-BauSLU3DB11,Suspend,Bauchi-WOFAN
P-BauGWX9KR20,Suspend,Bauchi-WOFAN
P-Das6UN3C539,Suspend,Bauchi-WOFAN
P-KiyXF9F4B15,Keep,Jigawa-WOFAN
P-DarM846O622,Suspend,Bauchi-WOFAN
P-WarBOAUZM01,Suspend,Bauchi-WOFAN
P-ZarSXM1PZ33,Keep,Kaduna-WOFAN
